Country,OblName,City,id,codeKLADR,is_terminal
RU,TA,Большая Атня,0xb68602215ecc9d4b11e10c319430f8cd,1601100000100000000000000,0
RU,OMS,Большеречье,0xa992001a64d37be411de4ab13fc21d92,5500300000100000000000000,0
RU,BA,Большеустьикинское,0x8ed5e61f132874ef11dff6ff5ed43207,203600000100000000000000,0
RU,TA,Большие Кайбицы,0xb68602215ecc9d4b11e10c319430f8d1,1602200000100000000000000,0
RU,NIZ,Большое Мурашкино,0xb5e10030485ab1ee11dc62867d36d071,5200700000100000000000000,0
RU,ULY,Большое Нагаткино,0x94c900215e7024d411df23881f0075af,7302000000100000000000000,0
RU,YAR,Большое Село,0xb964001a64963cbd11e1718692e31102,7600200000100000000000000,0
RU,KHM,Большой Камень,0x8b3c00215e563c5011e20df118bfd51a,2500000700000000000000000,0
RU,LIP,Большой Самовец,0xa13600215e563c5011df40b742d4ca54,3603300000600000000000000,0
RU,TAM,Бондари,0xa030001a6479c68811e040e2c1e86331,6800200000100000000000000,0
RU,NIZ,Бор,0x81e100112fdd658311da55b5652db3de,5200000500000000000000000,0
RU,ZAB,Борзя,0x81f600112fdd658311da7152ab69d62c,7500500100000000000000000,0
RU,BEL,Борисов,0xb14b001a64d37be411dec48837e950c2,9991126200800050000000000,0
RU,MOS,Борисовка,0x81e100112fdd658311da55b5652db3df,3102000002000000000000000,0
RU,VOR,Борисоглебск,0x81e100112fdd658311da55b5652db3e1,3600500100000000000000000,0
RU,NGR,Боровичи,0x81f600112fdd658311da7152ab69d62d,5300300100000000000000000,0
RU,KLU,Боровск,0x81e100112fdd658311da55b5652db3e2,4000400100000000000000000,1
RU,SA,Борогонцы,0xaa7e00215e7024d411e22418550d490e,1402900000100000000000000,0
RU,IRK,Братск,0x82e6000423b423b711da805d3ec90e2e,3800000500000000000000000,0
RU,YAR,Брейтово,0xa7d86eae8b6040f111e2d193d67ec827,7600400000100000000000000,1
BY,BR,Брест,0xb14b001a64d37be411dec48837e950b8,9991121200000100000000000,0
RU,MOS,Бронницы,0x81e100112fdd658311da55b5652db3e4,5000000200000000000000000,0
RU,KDA,Брюховецкая,0x81e100112fdd658311da55b5652db3e5,2300700000100000000000000,0
RU,BRY,Брянск,0x834f00112fdd658311da4c6326ef0e25,3200000100000000000000000,0
RU,LEN,Бугры,0x9505001438c4d49511db5e7964dbecf3,4700500000800000000000000,1
RU,TA,Бугульма,0x81e100112fdd658311da55b5652db3e6,1601400100000000000000000,0
RU,ORE,Бугуруслан,0x81e100112fdd658311da55b5652db3e7,5600000500000000000000000,0
RU,STA,Буденновск,0x873a001438c4d49511dc0ab628a7014e,2600700100000000000000000,0
RU,ORE,Бузулук,0x834f00112fdd658311da4c6326ef0e26,5600000600000000000000000,0
RU,TA,Буинск,0xb14b001a64d37be411dec518fe975d0b,1601500100000000000000000,0
RU,KOS,Буй,0xbc10001438c4d49511dbad4a2eca6bf6,4400300100000000000000000,0
RU,DA,Буйнакск,0x89ea00215e70232411dee0ae143b6768,500001000000000000000000,0
RU,SVE,Буланаш,0xbd38001a64d37ed811dfd5bcc432d818,6600300000900000000000000,0
RU,TVE,Бурашево,0x971400215e7024d411def12500e3298c,6900100006400000000000000,0
RU,AMU,Бурея,0x81f600112fdd658311da7152ab69d62f,2800400000600000000000000,0
RU,BEL,Бутово,0x81f600112fdd658311da7150e0fc0bde,7700000003400000000000000,0
RU,NIZ,Бутурлино,0xb5e10030485ab1ee11dc62867d36d072,5200900000100000000000000,0
RU,VOR,Бутурлиновка,0x81e100112fdd658311da55b5652db3e8,3600600100000000000000000,0
RU,NGR,Быково,0xa745000423b423b711da9498eaae09f2,3400300000100000000000000,0
RU,NIZ,Вад,0xb5e10030485ab1ee11dc62867d36d073,5201000000100000000000000,0
RU,NGR,Валдай,0x94c900215e7024d411df21fd25bf9ce6,5300400100000000000000000,0
RU,BEL,Валуйки,0x81e100112fdd658311da55b5652db3ea,3100400100000000000000000,0
RU,KYA,Ванавара,0x868f02215ecc9d4b11e212bce1d89e38,2404400002200000000000000,0
RU,KHA,Ванино,0x81f600112fdd658311da7152ab69d630,2700500000100000000000000,0
RU,NEN,Варандей,0xa1a0d209957aa1ac46fdbfc764ae23a1,8300000000600000000000000,0
RU,KGN,Варгаши,0xb68602215ecc9d4b11e10c319430f8dc,4500400001200000000000000,0
RU,KDA,Варениковская,0xa493001a64963cbd11e0feca01075d85,2301800001200000000000000,0
RU,LEN,Вартемяги,0x89ea00215e70232411dee0ae143b674d,4700500001200000000000000,0
RU,MOS,Васильево,0xb04300215e70232411def55545b1115a,1602100002500000000000000,0
RU,ROS,Васильевский,0xa704e61f132874ef11dfa3b15498cc1f,6101600001600000000000000,0
RU,MOS,Ватутинки,0x81f600112fdd658311da7150e0fc0bdf,7700400001400000000000000,0
RU,NIZ,Вача,0xb5e10030485ab1ee11dc62867d36d074,5201200000100000000000000,0
RU,BEL,Вейделевка,0x81e100112fdd658311da55b5652db3eb,3100500000100000000000000,0
RU,SMO,Велиж,0xa945001a64963cbd11e1610d3c38501c,6700200100000000000000000,0
RU,PSK,Великие Луки,0x9505001438c4d49511db5e9a160f1ba8,6000000200000000000000000,0
RU,NGR,Великий Новгород,0x834f00112fdd658311da4c632f09489d,5300000100000000000000000,1
RU,VLG,Великий Устюг,0x834f00112fdd658311da4c6326ef0e27,3500600100000000000000000,1
RU,ARK,Вельск,0x81e100112fdd658311da55b5652db3ec,2900200100000000000000000,0
RU,NVS,Венгерово,0xb69600215e7024d411df59a0d8bbee17,5400500000100000000000000,0
RU,TUL,Венев,0x81e100112fdd658311da55b5652db3ed,7100600100000000000000000,0
CN,,Венлинг,0xa9c4f48383b42490416b41a634b37f79,9991560700000100000000000,0
RU,KDA,Венцы,0xaf3400145efaa62011df67bd0b57482a,2300900000700000000000000,0
RU,MOS,Верея,0x81e100112fdd658311da55b5652db3ef,5002000300000000000000000,0
RU,SA,Верхневилюйск,0xaa7e00215e7024d411e22418550d490a,1400800000100000000000000,0
RU,SVE,Верхнее Дуброво,0xbd38001a64d37ed811dfd5bcc432d81b,6600700001300000000000000,0
RU,CHE,Верхнеуральск,0x8332001438c4d49511dc6dbf8fe37d27,7402900100000000000000000,0
RU,BA,Верхние Татышлы,0xbd38001a64d37ed811dfd14295ace422,204300000100000000000000,0
RU,AST,Верхний Баскунчак,0x81f600112fdd658311da7152ab69d632,3000200000500000000000000,0
RU,IVA,Верхний Ландех,0xa24c5b7ad0cd40ff49460a004a47b4e2,3700200000100000000000000,0
RU,SVE,Верхний Тагил,0x9699000423b423b711db0510ebfbff2c,6600003700000000000000000,0
RU,TA,Верхний Услон,0xb68602215ecc9d4b11e10c319430f8ce,1601600000100000000000000,0
RU,CHE,Верхний Уфалей,0xac09001a64d37be411de25cbd130f37b,7400000200000000000000000,0
RU,TA,Верхний Шубан,0xb35f001a64d37be411deccfcf5fcc69b,1601300001700000000000000,0
RU,SVE,Верхняя Салда,0x97b6001a649655bf11dd377df75a643e,6600900100000000000000000,0
RU,VOR,Верхняя Хава,0xb5e10030485ab1ee11dc62867d36d05c,3600800000100000000000000,0
RU,BEL,Веселое,0x81e100112fdd658311da55b5652db3f1,2300000703000000000000000,0
RU,TVE,Весьегонск,0xbaef001a64963cbd11e17ed94bf446c7,6900600100000000000000000,0
RU,NIZ,Ветлуга,0x81e100112fdd658311da55b5652db3f3,5201300100000000000000000,0
RU,NIZ,Ветлужский,0xbd38001a64d37ed811dfd5bcc432d823,4402400100300000000000000,0
RU,ROS,Вешенская,0xbd38001a64d37ed811df7ddf1a1b1d07,6104400000100000000000000,0
RU,ULY,Вешкайма,0x94c900215e7024d411df23881f0075a9,7300400000100000000000000,0
RU,MOS,Вешки,0x81e100112fdd658311da55b5652db3f4,5001900001300000000000000,0
RU,CRI,Видное,0x81e100112fdd658311da55b5652db3f5,5001400100000000000000000,0
RU,SA,Вилюйск,0xbd38001a64d37ed811dfa472a378c38a,1401100100000000000000000,0
RU,KAM,Вилючинск,0x8ebc621c1e5a66eb4d1c684a4835f259,4100000200000000000000000,0
RU,TYU,Винзили,0x9ba5001a649655bf11dd4f06b3c4e368,7200100001300000000000000,0
RU,STA,Винсады,0x834f00112fdd658311da4c6326ef0e28,2602200000400000000000000,0
BY,VI,Витебск,0xb14b001a64d37be411dec48837e950b9,9991122200000100000000000,0
RU,KDA,Витязево,0x81e100112fdd658311da55b5652db3f6,2300300100300000000000000,0
RU,IRK,Вихоревка,0x8a3100215e70232411df9bbe3f0c43a3,3800500200000000000000000,0
RU,CHE,Вишневогорск,0x96d500215e563c5011df58cf683fa24f,7400900000800000000000000,0
RU,PRI,Владивосток,0x81f600112fdd658311da7152ab69d633,2500000100000000000000000,0
RU,SE,Владикавказ,0x81f600112fdd658311da7152ab69d634,1500000100000000000000000,1
RU,VLA,Владимир,0x834f00112fdd658311da4c632f09489a,3300000100000000000000000,1
RU,MOW,Внуково,0x81e100112fdd658311da55b5652db3f7,7700000000200000000000000,1
RU,RYA,Воейково,0xac09001a64d37be411de25cbd130f37d,4700500001600000000000000,0
RU,CU,Вознесенское,0xa2c56cae8b632c9511e52ec8bd6d5faf,5201400000100000000000000,0
RU,LEN,Войскорово,0xbc12001a649655bf11dd7b2c58ba9a6b,4701800056300000000000000,0
RU,VGG,Волгоград,0x834f00112fdd658311da4c6326ef0e0e,3400000100000000000000000,0
RU,ROS,Волгодонск,0x834f00112fdd658311da4c6326ef0e29,6100000400000000000000000,1
